year,scenario,seed,decommissioned,total_treated,annual_treatment_to_inflow_ratio,desired_total_flow,unmet_flow,backlog_considered,opening_untreated_stock,untreated_stock,untreated_stock_share,net_untreated_stock_increase,net_untreated_stock_increase_share,stock_drawdown,direct_reuse_flow,direct_reuse_share,incumbent_open_loop_flow,incumbent_open_loop_treatment_share,solvolysis_treated_flow,solvolysis_treatment_share,closed_loop_material_flow,closed_loop_equivalent_wtb_flow,closed_loop_wtb_flow_share,annual_direct_reuse_to_inflow_ratio,annual_open_loop_to_inflow_ratio,annual_solvolysis_to_inflow_ratio,total_open_loop_utilization,total_closed_loop_utilization,recovered_material_utilization_share,open_loop_utilization_share,closed_loop_utilization_share,total_opening_capacity,total_closing_capacity,opening_capacity_gap,treatment_capacity_utilization,virgin_material_displacement,avoided_ghg_index,average_processing_cost,effective_closed_loop_demand,adoption_activated_closed_loop_demand,mandate_activated_closed_loop_demand,opening_trl_solvolysis,opening_solvolysis_available,trl_solvolysis,solvolysis_available,manufacturer_adoption_probability,manufacturer_realized_adoption_share,perceived_risk,supply_reliability,certification_score,price_advantage,switches_to_solvolysis,recycler_exits,recycler_expansions,recycler_contractions,active_recyclers,solvolysis_recyclers,desired_flow_reuse,flow_reuse,unmet_flow_reuse,desired_share_reuse,opening_capacity_reuse,capacity_reuse,capacity_change_reuse,cost_reuse,desired_flow_repurposing,flow_repurposing,unmet_flow_repurposing,desired_share_repurposing,opening_capacity_repurposing,capacity_repurposing,capacity_change_repurposing,cost_repurposing,desired_flow_mechanical_recycling,flow_mechanical_recycling,unmet_flow_mechanical_recycling,desired_share_mechanical_recycling,opening_capacity_mechanical_recycling,capacity_mechanical_recycling,capacity_change_mechanical_recycling,cost_mechanical_recycling,desired_flow_pyrolysis,flow_pyrolysis,unmet_flow_pyrolysis,desired_share_pyrolysis,opening_capacity_pyrolysis,capacity_pyrolysis,capacity_change_pyrolysis,cost_pyrolysis,desired_flow_recovery,flow_recovery,unmet_flow_recovery,desired_share_recovery,opening_capacity_recovery,capacity_recovery,capacity_change_recovery,cost_recovery,desired_flow_solvolysis,flow_solvolysis,unmet_flow_solvolysis,desired_share_solvolysis,opening_capacity_solvolysis,capacity_solvolysis,capacity_change_solvolysis,cost_solvolysis,recovered_generation_mechanical_recycling,available_recovered_material_mechanical_recycling,open_loop_utilization_mechanical_recycling,closed_loop_utilization_mechanical_recycling,recovered_stock_mechanical_recycling,recovered_generation_pyrolysis,available_recovered_material_pyrolysis,open_loop_utilization_pyrolysis,closed_loop_utilization_pyrolysis,recovered_stock_pyrolysis,recovered_generation_solvolysis,available_recovered_material_solvolysis,open_loop_utilization_solvolysis,closed_loop_utilization_solvolysis,recovered_stock_solvolysis,recovery_resource_credit,mean_recycler_profit_mechanical_recycling,mean_recycler_profit_pyrolysis,mean_recycler_profit_solvolysis,mean_recycler_profit_recovery
2026,demand_pull_circularity,42,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.15,85.0,0.85,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,22.400900900900904,0.0,1.0,1.0,0.0,165.0,168.2811020699418,0.0,0.6060606060606061,9.608783783783785,46.24707207207207,449.7522522522522,7.4294189076903,3.6794189076903,3.75,5.0,False,5.181818181818182,False,0.36794189076903,0.4166666666666667,0.3224068981816923,0.43000000000000005,0.01798620996209156,-0.05555555555555555,0,0,27,0,40,0,38.0,5.0,0.0,0.3795032767477357,5.0,5.0,0.0,250.0,23.0,10.0,0.0,0.25310588356449054,10.0,10.0,0.0,350.0,14.0,33.06306306306306,0.0,0.143224121669413,60.0,61.519473831992194,1.519473831992195,500.0,4.0,6.486486486486487,0.0,0.06273322459522766,10.0,10.0,0.0,850.0,21.0,45.45045045045045,0.0,0.16143349342313318,80.0,81.7616282379496,1.7616282379495984,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,18.184684684684687,18.184684684684687,18.184684684684687,0.0,0.0,4.216216216216217,4.216216216216217,4.216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.635135135135133,1767.2809086429177,0.0,0.0,1089.909256150818
2027,demand_pull_circularity,42,103.49999999999999,103.49999999999999,1.0,103.49999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.1449275362318841,88.49999999999999,0.855072463768116,0.0,0.0,0.0,0.0,0.0,0.1449275362318841,0.855072463768116,0.0,24.444519515783718,0.0,1.0,1.0,0.0,168.2811020699418,171.55694424858012,0.0,0.6150423233916238,10.391599828452474,48.64136450060086,450.34462925969905,7.731674446298543,3.8504244462985433,3.881249999999999,5.181818181818182,False,5.363636363636363,False,0.3702331198363984,0.4,0.3217846455996627,0.43000000000000005,0.02567158634982702,-0.05555555555555555,0,0,25,0,40,0,36.22499999999999,5.0,0.0,0.3787071304433892,5.0,5.0,0.0,250.0,24.84,10.0,0.0,0.2516307069594878,10.0,10.0,0.0,350.0,16.56,35.24408652533331,0.0,0.14489529550423938,61.519473831992194,63.409421125136305,1.88994729314411,491.5034304566043,6.21,7.785033733615994,0.0,0.06260727699545283,10.0,10.0,0.0,841.7458058162085,19.665,45.47087974105069,0.0,0.16215959009743058,81.7616282379496,83.14752312344383,1.3858948854942452,395.52918938189003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,19.38424758893332,19.38424758893332,19.38424758893332,0.0,0.0,5.060271926850397,5.060271926850397,5.060271926850397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.641263922315206,1956.480912249715,0.0,0.0,1134.0465273213508
2028,demand_pull_circularity,42,107.12249999999999,107.12249999999995,0.9999999999999996,107.12249999999993,0.0,0.0,0.0,4.263256414560601e-14,1.372487960325025e-16,4.263256414560601e-14,3.979795481398027e-16,0.0,15.0,0.1400266050549605,92.12249999999995,0.8599733949450394,0.0,0.0,0.0,0.0,0.0,0.14002660505496045,0.8599733949450391,0.0,24.080886033498537,0.0,1.0,1.0,0.0,171.55694424858012,175.09122938763514,0.0,0.6244136631670422,10.295704060093687,50.055657931987774,439.5318045273429,8.056629651257497,4.039535901257498,4.017093749999999,5.363636363636363,False,5.545454545454545,False,0.37347780152158816,0.31666666666666665,0.32090639661650966,0.43000000000000005,0.03651874744261098,-0.05555555555555555,0,0,27,0,40,0,41.77777499999996,5.0,0.0,0.37839816334371384,5.0,5.0,0.0,250.0,33.207974999999976,10.0,0.0,0.2504108159093821,10.0,10.0,0.0,350.0,10.71225,36.118731254193314,0.0,0.14611635314353327,63.409421125136305,65.20067489871136,1.7912537735750544,484.6228088698672,3.2136749999999994,6.485513605680325,0.0,0.06255798160041072,10.0,10.0,0.0,833.0959827327159,18.210824999999996,49.5182551401263,0.0,0.1625166860029597,83.14752312344383,84.89055448892378,1.743031365479954,392.31449798529894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,19.865302189806325,19.865302189806325,19.865302189806325,0.0,0.0,4.215583843692211,4.215583843692211,4.215583843692211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85547654203789,2064.4719861337676,0.0,0.0,1269.2095236195614
2029,demand_pull_circularity,42,110.87178749999997,110.87178749999995,0.9999999999999999,110.87178749999995,0.0,4.689582056016662e-15,4.263256414560601e-14,5.684341886080802e-14,1.348616589751718e-16,1.4210854715202004e-14,1.281737675168447e-16,0.0,15.0,0.13529140585020338,95.87178749999995,0.8647085941497966,0.0,0.0,0.0,0.0,0.0,0.13529140585020336,0.8647085941497965,0.0,26.211694224021986,0.0,1.0,1.0,0.0,175.09122938763514,179.0486063380667,0.0,0.6332229654664225,11.085900097644835,52.605930675635264,440.9424851495316,8.410146212141331,4.252454180891332,4.157692031249999,5.545454545454545,False,5.727272727272727,False,0.3780416282227302,0.4166666666666667,0.31967674931720685,0.43000000000000005,0.05170599228855568,-0.05555555555555555,0,0,29,0,40,0,42.13127924999996,5.0,0.0,0.37801755130297493,5.0,5.0,0.0,250.0,28.826664749999996,10.0,0.0,0.24939488746528599,10.0,10.0,0.0,350.0,15.522050249999998,38.65380399515804,0.0,0.14721340235897576,65.20067489871136,67.37126934247641,2.170594443765051,479.0025789599454,5.543589374999999,7.6186185025924,0.0,0.06249761659721126,10.0,10.0,0.0,826.713360977807,18.848203874999996,49.59936500224951,0.0,0.1628765422755518,84.89055448892378,86.67733699559028,1.786782506666491,389.60974608778764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,21.259592197336925,21.259592197336925,21.259592197336925,0.0,0.0,4.95210202668506,4.95210202668506,4.95210202668506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.879809500674853,2261.0358865365197,0.0,0.0,1300.1028999571824
2030,demand_pull_circularity,42,114.75230006249997,114.75230006249998,1.0000000000000002,114.7523000625,1.4210854715202004e-14,6.2527760746888825e-15,5.684341886080802e-14,4.263256414560601e-14,7.950179103123366e-17,0.0,0.0,1.4210854715202004e-14,15.0,0.13071633415478584,99.75230006249998,0.8692836658452141,0.0,0.0,0.0,0.0,0.0,0.13071633415478587,0.8692836658452142,0.0,28.180727208753936,0.0,1.0,1.0,0.0,179.0486063380667,182.7884150203252,0.0,0.6409002695381664,12.019193984722449,55.065683350507584,445.62728752579847,8.800139540650681,4.496928288306933,4.303211252343749,5.727272727272727,False,5.909090909090908,False,0.38439931476048966,0.36666666666666664,0.3179743257568927,0.43000000000000005,0.07273244715626782,-0.05555555555555555,0,0,26,0,40,0,40.163305021875,5.0,0.0,0.37787398265598987,5.0,5.0,0.0,250.0,22.9504600125,10.0,0.0,0.24847757433509432,10.0,10.0,0.0,350.0,18.36036801,39.419504015916246,0.0,0.14810285835887474,67.37126934247641,69.62147955661057,2.250210214134156,474.051019006536,10.327707005625,10.0,0.0,0.06247452381664104,10.0,10.0,0.0,819.9776830962087,22.9504600125,50.33279604658374,0.0,0.16307106083339978,86.67733699559028,88.16693546371465,1.4895984681243721,387.42380450534296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,21.680727208753936,21.680727208753936,21.680727208753936,0.0,0.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.09983881397512,2353.048797499499,0.0,0.0,1342.7851890532468
2031,demand_pull_circularity,42,118.76863056468746,118.76863056468748,1.0000000000000002,118.76863056468748,0.0,4.689582056016662e-15,4.263256414560601e-14,1.4210854715202004e-14,2.1695457329729727e-17,0.0,0.0,2.842170943040401e-14,15.0,0.1262959750287786,103.76863056468748,0.8737040249712215,0.0,0.0,0.0,0.0,0.0,0.12629597502877862,0.8737040249712216,0.0,27.725421118486192,0.0,1.0,1.0,0.0,182.7884150203252,186.94433514518897,0.0,0.6497601642395169,11.902887479029017,56.60783737645252,436.2109582688187,9.236926908912121,4.783103262736342,4.453823646175779,5.909090909090908,False,6.09090909090909,False,0.39313622260720965,0.45,0.3156536276860734,0.43000000000000005,0.10139514566748062,-0.05555555555555555,0,0,28,0,40,0,45.132079614581265,5.0,0.0,0.37806429879567227,5.0,5.0,0.0,250.0,34.442902863759365,10.0,0.0,0.2476225770748261,10.0,10.0,0.0,350.0,10.68917675082187,40.28254599768922,0.0,0.14867312954993242,69.62147955661057,72.14361208794988,2.522132531339314,469.79562928328863,7.1261178338812465,8.569262799626337,0.0,0.06250394097000601,10.0,10.0,0.0,812.1381567535566,21.37835350164374,54.91682176737193,0.0,0.1631360536095633,88.16693546371465,89.80072305723908,1.6337875935244373,385.5683582645929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,22.155400298729074,22.155400298729074,22.155400298729074,0.0,0.0,5.5700208197571195,5.5700208197571195,5.5700208197571195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.47504653021158,2445.512254735488,0.0,0.0,1487.110648372088
2032,demand_pull_circularity,42,122.9255326344515,122.92553263445147,0.9999999999999998,122.92553263445146,0.0,1.5631940186722206e-15,1.4210854715202004e-14,4.263256414560601e-14,5.4801813767779635e-17,2.842170943040401e-14,2.31210789339614e-16,0.0,15.0,0.12202509664616296,107.92553263445147,0.877974903353837,0.0,0.0,0.0,0.0,0.0,0.12202509664616293,0.8779749033538369,0.0,28.74831252159015,0.0,1.0,1.0,0.0,186.94433514518897,190.76117576897968,0.0,0.657551524837499,12.258425417766356,58.87246526153724,432.22156433327405,9.733192830382777,5.123485356590846,4.609707473791931,6.09090909090909,False,6.272727272727272,False,0.40491648996794416,0.38333333333333336,0.3125561163451476,0.43000000000000005,0.1396521834167599,-0.05555555555555555,0,0,25,0,40,0,54.087234359158636,5.0,0.0,0.3780758885556934,5.0,5.0,0.0,250.0,31.96063848495738,10.0,0.0,0.24686578986971866,10.0,10.0,0.0,350.0,9.83404261075612,42.61016860598441,0.0,0.1492786229319939,72.14361208794988,74.41197148048249,2.268359392532611,466.0531710129651,6.146276631722575,8.17341505892111,0.0,0.06250537748537291,10.0,10.0,0.0,806.1475218628309,20.89734054785675,57.14194896954594,0.0,0.1632743211572211,89.80072305723908,91.3492042884972,1.5484812312581293,383.8420620257696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,23.43559273329143,23.43559273329143,23.43559273329143,0.0,0.0,5.312719788298722,5.312719788298722,5.312719788298722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.14258469086378,2625.114331399169,0.0,0.0,1568.4044118456115
2033,demand_pull_circularity,42,127.22792627665729,127.22792627665731,1.0000000000000002,127.22792627665731,0.0,4.689582056016662e-15,4.263256414560601e-14,1.4210854715202004e-14,1.569967573524505e-17,0.0,0.0,2.842170943040401e-14,15.0,0.11789864410257288,112.22792627665731,0.8821013558974271,0.0,0.0,0.0,0.0,0.0,0.1178986441025729,0.8821013558974273,0.0,32.20896843431179,0.0,1.0,1.0,0.0,190.76117576897968,195.3212746624563,0.0,0.666948742393662,13.124461011411746,62.39467906704802,430.79515495373437,10.303092072162656,5.532044836788008,4.771047235374648,6.272727272727272,False,6.454545454545453,False,0.4203899414907708,0.4,0.30853609854651937,0.43000000000000005,0.18930300168589773,-0.05555555555555555,0,0,29,0,40,0,48.34661198512979,5.0,0.0,0.37804122978683374,5.0,5.0,0.0,250.0,31.806981569164332,10.0,0.0,0.24616801847433792,10.0,10.0,0.0,350.0,24.173305992564888,49.6089256287091,0.0,0.14988863953533735,74.41197148048249,77.12815230648167,2.716180825999176,462.5987651574642,5.0891170510662915,7.575475905418129,0.0,0.062499579433674485,10.0,10.0,0.0,800.9441796684916,17.811909678732018,55.04352474253008,0.0,0.1634025327698166,91.3492042884972,93.19312235597462,1.8439180674774165,382.2904372845001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,27.28490909579001,27.28490909579001,27.28490909579001,0.0,0.0,4.924059338521784,4.924059338521784,4.924059338521784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.513057422759022,3097.317223294523,0.0,0.0,1529.2733643742727
2034,demand_pull_circularity,42,131.6809036963403,131.68090369634032,1.0000000000000002,131.68090369634032,0.0,1.5631940186722206e-15,1.4210854715202004e-14,0.0,0.0,0.0,0.0,1.4210854715202004e-14,15.0,0.11391173343243756,116.68090369634032,0.8860882665675625,0.0,0.0,0.0,0.0,0.0,0.11391173343243757,0.8860882665675627,0.0,34.0704178557601,0.0,1.0,1.0,0.0,195.3212746624563,200.11997053025738,0.0,0.6741759387138149,14.066004562137518,65.04022823685536,434.9375487142625,10.959905560363389,6.0218716717506275,4.938033888612761,6.454545454545453,False,6.636363636363635,False,0.4400122646327106,0.4166666666666667,0.30350455006823485,0.43000000000000005,0.2514471293046621,-0.05555555555555555,0,0,30,0,40,0,44.77150725675572,5.0,0.0,0.377916479592274,5.0,5.0,0.0,250.0,38.18746207193869,10.0,0.0,0.2455017335867207,10.0,10.0,0.0,350.0,21.068944591414443,50.128032465018364,0.0,0.1506350393312012,77.12815230648167,79.92802857345991,2.7998762669782424,459.07861894594055,10.534472295707223,10.0,0.0,0.062479577033460645,10.0,10.0,0.0,796.4976931368768,17.118517480524236,56.55287123132196,0.0,0.16346717045634357,93.19312235597462,95.19194195679745,1.9988196008228258,380.97596375169627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,27.570417855760102,27.570417855760102,27.570417855760102,0.0,0.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.96586136939659,3172.044157396847,0.0,0.0,1587.1869073160963
2035,demand_pull_circularity,42,136.2897353257122,136.28973532571223,1.0000000000000002,136.28973532571223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.11005964582844209,121.28973532571223,0.8899403541715579,0.0,0.0,0.0,0.0,0.0,0.1100596458284421,0.8899403541715581,0.0,33.29518033046467,0.0,1.0,1.0,0.0,200.11997053025738,204.9310520111212,0.0,0.681040152887219,14.104259252667523,66.59889017934331,430.2363837035489,11.711985478659729,6.601120403945521,5.110865074714208,6.636363636363635,False,6.818181818181817,False,0.46378596357708957,0.4666666666666667,0.2974850378290635,0.43000000000000005,0.32579349373069333,-0.05555555555555555,0,0,29,0,40,0,38.161125891199426,5.0,0.0,0.3780268303871503,5.0,5.0,0.0,250.0,43.612715304227926,10.0,0.0,0.2448510172144651,10.0,10.0,0.0,350.0,13.628973532571218,48.71850969175394,0.0,0.15115481246307863,79.92802857345991,82.82040198561872,2.8923734121588027,455.94830654699206,14.99187088582834,10.0,0.0,0.062496542214224265,10.0,10.0,0.0,791.0987803331544,25.895049711885314,62.57122563395829,0.0,0.1634707977210817,95.19194195679745,97.11065002550248,1.9187080687050297,379.77029899781803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,26.795180330464667,26.795180330464667,26.795180330464667,0.0,0.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.771367690187486,3120.0626086725833,0.0,0.0,1772.2087635438247
2036,demand_pull_circularity,42,141.0598760621121,141.05987606211204,0.9999999999999996,141.05987606211204,0.0,0.0,0.0,5.684341886080802e-14,4.3253274847174903e-17,5.684341886080802e-14,4.0297369066011707e-16,0.0,15.0,0.10633782205646587,126.05987606211205,0.8936621779435342,0.0,0.0,0.0,0.0,0.0,0.10633782205646583,0.8936621779435339,0.0,35.931966370864174,0.0,1.0,1.0,0.0,204.9310520111212,209.93477307673862,0.0,0.6883284630503775,14.711009005575193,69.95589873955404,426.20548417920924,12.55786041978105,7.268115067451848,5.289745352329203,6.818181818181817,False,6.999999999999998,False,0.4910078114473372,0.45,0.290660747274427,0.43000000000000005,0.41007959073744527,-0.05555555555555555,0,0,29,0,40,0,57.83454918546593,5.0,0.0,0.37813677528705397,5.0,5.0,0.0,250.0,35.26496901552801,10.0,0.0,0.2442498189698078,10.0,10.0,0.0,350.0,21.15898140931681,55.0795540136167,0.0,0.15157660189507072,82.82040198561872,85.86062034523664,3.040218359617923,453.2313642168339,7.052993803105605,8.674171789807664,0.0,0.06251352925788362,10.0,10.0,0.0,786.1555304777137,19.74838264869569,62.30615025868769,0.0,0.16352327459018412,97.11065002550248,99.07415273150198,1.963502705999502,378.573594203173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,30.29375470748919,30.29375470748919,30.29375470748919,0.0,0.0,5.638211663374982,5.638211663374982,5.638211663374982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.691845077606306,3563.862728571867,0.0,0.0,1780.8173734891836
2037,demand_pull_circularity,42,145.99697172428603,145.99697172428606,1.0000000000000002,145.99697172428606,0.0,6.2527760746888825e-15,5.684341886080802e-14,2.842170943040401e-14,1.9464309066207745e-17,0.0,0.0,2.842170943040401e-14,15.0,0.10274185705938725,130.99697172428606,0.8972581429406128,0.0,0.0,0.0,0.0,0.0,0.10274185705938726,0.8972581429406129,0.0,37.111517902778544,0.0,1.0,1.0,0.0,209.93477307673862,215.03925245601016,0.0,0.6954396815001151,15.104545074489327,72.63654756166255,422.5366852704946,13.48304422117501,8.008157781514283,5.474886439660726,6.999999999999998,False,7.18181818181818,True,0.5201946591821681,0.5166666666666667,0.28338027016857237,0.43000000000000005,0.4999999999999991,-0.05555555555555555,0,0,29,0,40,0,56.9388189724716,5.0,0.0,0.3781038179513045,5.0,5.0,0.0,250.0,30.65936406210006,10.0,0.0,0.24368103646495695,10.0,10.0,0.0,350.0,26.27945491037148,57.95963338546446,0.0,0.15213787377866794,85.86062034523664,88.9370463366614,3.0764259914247516,450.4707691644001,5.839878868971441,8.05187621657399,0.0,0.06250805289266129,10.0,10.0,0.0,782.1831254319422,26.27945491037148,64.98546212224761,0.0,0.16356921891240928,99.07415273150198,101.10220611934875,2.0280533878467684,377.49849511655214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,31.877798362005453,31.877798362005453,31.877798362005453,0.0,0.0,5.2337195407730945,5.2337195407730945,5.2337195407730945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.495638636674283,3788.686781042908,0.0,0.0,1872.342894016271
2038,demand_pull_circularity,42,151.10686573463602,151.10686573463596,0.9999999999999997,151.10686573463596,0.0,3.1263880373444412e-15,2.842170943040401e-14,8.526512829121202e-14,5.291687952288151e-17,5.684341886080802e-14,3.7618025219736015e-16,0.0,15.0,0.09926749474336939,136.10686573463596,0.9007325052566306,0.0,0.0,0.0,0.0,0.0,0.09926749474336935,0.9007325052566303,0.0,41.01501769747627,0.0,1.0,1.0,0.0,215.03925245601016,130.97825343320903,0.0,0.7026943407252932,16.455358273871624,76.57673312504693,426.80445228167093,14.461602213890972,8.795094748842121,5.66650746504885,7.18181818181818,True,7.3636363636363615,True,0.5493390230903913,0.5333333333333333,0.27609979306271776,0.43000000000000005,0.5899204092625531,-0.05555555555555555,33,0,7,0,40,33,54.398471664468914,5.0,0.0,0.2974200491767747,5.0,5.0,0.0,250.0,28.710304489580842,10.0,0.0,0.21907391332369056,10.0,10.0,0.0,350.0,27.199235832234482,62.75457763177502,0.0,0.157105033188202,88.9370463366614,35.812135321132885,-53.12491101552851,447.856278380073,15.110686573463601,10.0,0.0,0.09824151426205921,10.0,10.0,0.0,778.7245409988094,12.08854925877088,63.35228810286095,0.0,0.15313141296014052,101.10220611934875,0.0,-101.10220611934876,376.47899990096755,13.599617916117241,0.0,0.0,0.07502807708913316,0.0,70.16611811207613,70.16611811207613,1200.0,34.51501769747627,34.51501769747627,34.51501769747627,0.0,0.0,6.5,6.5,6.499999999999999,0.0,8.881784197001252e-16,0.0,0.0,0.0,0.0,0.0,19.005686430858287,4141.187858975147,0.0,0.0,1839.2667744324408
2039,demand_pull_circularity,42,156.39560603534827,130.97825343320903,0.8374803918954447,156.3956060353483,25.41735260213926,9.379164112033324e-15,8.526512829121202e-14,25.417352602139317,0.014378781592073514,25.417352602139232,0.16251960810455535,0.0,15.0,0.11452282807885425,45.812135321132885,0.3497690198204872,70.16611811207613,0.5357081521006585,16.65073507310389,20.81341884137986,0.15890743918030212,0.0959106229404535,0.29292469579214714,0.4486450731628439,65.67883384318012,16.65073507310389,1.0,0.7977551043655406,0.20224489563445938,130.97825343320903,136.03728693687384,25.417352602139317,1.0,54.06531791971566,95.99867169638891,860.0166222606632,16.65073507310389,10.964672583889637,5.864835226325559,7.3636363636363615,True,7.545454545454543,True,0.6585098216835479,0.5833333333333334,0.2692755025080812,0.73,0.6742065062693051,-0.05555555555555555,2,0,29,0,40,35,31.27912120706966,5.0,7.624529850846878,0.29694657159204635,5.0,5.0,0.0,250.0,32.84307726742314,10.0,6.627608402057773,0.218725446589405,10.0,10.0,0.0,350.0,31.27912120706966,35.812135321132885,0.0,0.157540484514563,35.812135321132885,26.072309058004276,-9.73982626312861,445.2999176450938,20.33142878459528,10.0,2.9975236443163067,0.09874812060480863,10.0,10.0,0.0,774.6992463542764,28.151209086362694,0.0,8.1676907049183,0.1531240681337231,0.0,0.0,0.0,375.56876873698235,12.511648482827862,70.16611811207613,0.0,0.07491530856545403,70.16611811207613,84.96497787886958,14.79885976679344,1200.0,19.696674426623087,19.696674426623087,19.696674426623087,0.0,0.0,6.5,6.500000000000001,6.500000000000001,0.0,0.0,56.13289448966091,56.13289448966091,39.482159416557025,16.65073507310389,0.0,0.0,6441.485551818655,0.0,3482.2971669569147,0.0
2040,demand_pull_circularity,42,161.86945224658544,136.03728693687384,0.8404135866824339,164.66536103282078,28.628074095946943,2.795908786235325,25.417352602139317,51.249517911850916,0.026560098207574233,25.8321653097116,0.159586413317566,0.0,15.0,0.11026388674570183,36.07230905800428,0.26516486670851586,84.96497787886958,0.6245712465457824,17.316764476028045,21.645955595035055,0.15911781308222908,0.09266726854150097,0.22284815669267335,0.5248981614482597,71.49498780896997,17.316764476028045,1.0,0.8050171961424842,0.19498280385751576,136.03728693687384,135.73973620727293,51.249517911850916,1.0,61.92951683704723,102.91749212593794,783.6910611825361,17.316764476028045,11.779740549034159,6.070104459246954,7.545454545454543,True,7.727272727272725,True,0.6802506649172886,0.7333333333333333,0.26325599026890983,0.73,0.7485528706953366,-0.05555555555555555,5,0,29,0,40,40,52.69291553050265,5.0,11.876220641535992,0.3160029009129558,5.0,5.0,0.0,250.0,41.166340258205196,10.0,7.760866144970813,0.22053012680324482,10.0,10.0,0.0,350.0,16.466536103282078,26.072309058004276,0.0,0.15136202562737824,26.072309058004276,3.552713678800501e-15,-26.072309058004272,443.9493635543246,14.81988249295387,10.0,1.2002199344677684,0.0803573418750096,10.0,10.0,0.0,770.9378738810115,31.28641859623595,0.0,7.790767374972366,0.15229105358150957,0.0,0.0,0.0,375.56876873698235,8.233268051641037,84.96497787886958,0.0,0.07945655119990201,84.96497787886958,110.73973620727291,25.77475832840334,971.8950568806727,14.339769981902354,14.339769981902354,14.339769981902354,0.0,0.0,6.5,6.5,6.5,0.0,0.0,67.97198230309566,67.97198230309566,50.65521782706762,17.316764476028045,0.0,0.0,6588.160811290002,0.0,6625.980511072533,0.0
2041,demand_pull_circularity,42,167.53488307521593,135.73973620727293,0.8102177511672697,173.1723300455195,37.43259383824656,5.637446970303602,51.249517911850916,83.04466477979392,0.039599707754277944,31.795146867943004,0.1897822488327303,0.0,15.0,0.11050559268138832,10.000000000000004,0.07367039512092557,110.73973620727291,0.8158240121976861,18.009435055069165,22.511793818836455,0.1658452745514491,0.08953359279372074,0.05968906186248051,0.6609950965110684,77.08235391074918,18.009435055069165,1.0,0.8106099879817927,0.18939001201820727,135.73973620727293,154.07022552311807,83.04466477979392,1.0,74.12343117265468,108.70555731069108,814.0507560550328,18.009435055069165,12.568660813787526,6.282558115320597,7.727272727272725,True,7.9090909090909065,True,0.6978931196539555,0.7666666666666667,0.2582244417906253,0.73,0.8106969983141012,-0.05555555555555555,0,0,33,0,40,40,45.02480581183506,5.0,11.154322097205888,0.32635188287409117,5.0,5.0,0.0,250.0,50.21997571320064,10.0,11.208713065490556,0.2209017324403832,10.0,10.0,0.0,350.0,31.17101940819351,3.552713678800501e-15,8.686902622633998,0.14770738456990912,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,10.390339802731173,10.0,0.10878193656934296,0.07175025506593433,10.0,10.0,0.0,767.4089963365965,22.51240290591754,0.0,6.273874116346778,0.15136613545700286,0.0,0.0,0.0,375.56876873698235,13.853786403641564,110.73973620727291,0.0,0.08192260959267961,110.73973620727291,129.07022552311807,18.330489315845163,885.634626574396,1.9539925233402757e-15,1.9539925233402757e-15,1.9539925233402757e-15,0.0,0.0,6.5,6.5,6.5,0.0,0.0,88.59178896581834,88.59178896581834,70.58235391074918,18.009435055069165,0.0,0.0,0.0,0.0,8699.145589136382,0.0
