year,scenario,seed,decommissioned,total_treated,annual_treatment_to_inflow_ratio,desired_total_flow,unmet_flow,backlog_considered,opening_untreated_stock,untreated_stock,untreated_stock_share,net_untreated_stock_increase,net_untreated_stock_increase_share,stock_drawdown,direct_reuse_flow,direct_reuse_share,incumbent_open_loop_flow,incumbent_open_loop_treatment_share,solvolysis_treated_flow,solvolysis_treatment_share,closed_loop_material_flow,closed_loop_equivalent_wtb_flow,closed_loop_wtb_flow_share,annual_direct_reuse_to_inflow_ratio,annual_open_loop_to_inflow_ratio,annual_solvolysis_to_inflow_ratio,total_open_loop_utilization,total_closed_loop_utilization,recovered_material_utilization_share,open_loop_utilization_share,closed_loop_utilization_share,total_opening_capacity,total_closing_capacity,opening_capacity_gap,treatment_capacity_utilization,virgin_material_displacement,avoided_ghg_index,average_processing_cost,effective_closed_loop_demand,adoption_activated_closed_loop_demand,mandate_activated_closed_loop_demand,opening_trl_solvolysis,opening_solvolysis_available,trl_solvolysis,solvolysis_available,manufacturer_adoption_probability,manufacturer_realized_adoption_share,perceived_risk,supply_reliability,certification_score,price_advantage,switches_to_solvolysis,recycler_exits,recycler_expansions,recycler_contractions,active_recyclers,solvolysis_recyclers,desired_flow_reuse,flow_reuse,unmet_flow_reuse,desired_share_reuse,opening_capacity_reuse,capacity_reuse,capacity_change_reuse,cost_reuse,desired_flow_repurposing,flow_repurposing,unmet_flow_repurposing,desired_share_repurposing,opening_capacity_repurposing,capacity_repurposing,capacity_change_repurposing,cost_repurposing,desired_flow_mechanical_recycling,flow_mechanical_recycling,unmet_flow_mechanical_recycling,desired_share_mechanical_recycling,opening_capacity_mechanical_recycling,capacity_mechanical_recycling,capacity_change_mechanical_recycling,cost_mechanical_recycling,desired_flow_pyrolysis,flow_pyrolysis,unmet_flow_pyrolysis,desired_share_pyrolysis,opening_capacity_pyrolysis,capacity_pyrolysis,capacity_change_pyrolysis,cost_pyrolysis,desired_flow_recovery,flow_recovery,unmet_flow_recovery,desired_share_recovery,opening_capacity_recovery,capacity_recovery,capacity_change_recovery,cost_recovery,desired_flow_solvolysis,flow_solvolysis,unmet_flow_solvolysis,desired_share_solvolysis,opening_capacity_solvolysis,capacity_solvolysis,capacity_change_solvolysis,cost_solvolysis,recovered_generation_mechanical_recycling,available_recovered_material_mechanical_recycling,open_loop_utilization_mechanical_recycling,closed_loop_utilization_mechanical_recycling,recovered_stock_mechanical_recycling,recovered_generation_pyrolysis,available_recovered_material_pyrolysis,open_loop_utilization_pyrolysis,closed_loop_utilization_pyrolysis,recovered_stock_pyrolysis,recovered_generation_solvolysis,available_recovered_material_solvolysis,open_loop_utilization_solvolysis,closed_loop_utilization_solvolysis,recovered_stock_solvolysis,recovery_resource_credit,mean_recycler_profit_mechanical_recycling,mean_recycler_profit_pyrolysis,mean_recycler_profit_solvolysis,mean_recycler_profit_recovery
2042,demand_pull_circularity,42,173.39860398284847,154.07022552311807,0.8885320987841272,182.53351710862586,28.46329158550779,9.134913125777333,83.04466477979392,102.37304323952432,0.04508829430918546,19.328378459730402,0.1114679012158728,0.0,15.0,0.09735820109998648,10.000000000000004,0.06490546739999102,129.07022552311807,0.8377363315000225,18.729812457271933,23.412265571589916,0.1519584039816761,0.08650588675721811,0.05767059117147876,0.7443556208554304,91.02636796122253,18.729812457271933,1.0,0.829350726438765,0.17064927356123505,154.07022552311807,177.26378212957118,102.37304323952432,1.0,85.85494433479558,125.56960748126863,773.161493721532,18.729812457271933,13.32839281593792,6.502447649356817,7.9090909090909065,True,8.090909090909088,True,0.7116137893181687,0.65,0.254204423991997,0.73,0.8603478165832393,-0.05555555555555555,0,0,36,0,40,40,51.10938479041524,5.0,9.422912877579362,0.3350746877260319,5.0,5.0,0.0,250.0,43.808044106070206,10.0,6.909011161629752,0.22097918082072884,10.0,10.0,0.0,350.0,25.55469239520762,3.552713678800501e-15,5.222356384668926,0.14425296701801993,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,18.253351710862585,10.0,1.686654776960826,0.06527488001078614,10.0,10.0,0.0,764.0864290485371,25.55469239520762,0.0,5.222356384668926,0.15041767481313958,0.0,0.0,0.0,375.56876873698235,18.253351710862585,129.07022552311807,0.0,0.08400060961129348,129.07022552311807,152.26378212957118,23.193556606453104,826.9165175810837,1.9539925233402757e-15,1.9539925233402757e-15,1.9539925233402757e-15,0.0,0.0,6.5,6.5,6.5,0.0,0.0,103.25618041849447,103.25618041849447,84.52636796122253,18.729812457271933,0.0,0.0,0.0,0.0,11040.744795657683,0.0
2043,demand_pull_circularity,42,179.46755512224814,177.26378212957118,0.9877204935946455,190.72858987859578,13.464807749024601,11.261034756347676,102.37304323952432,104.57681623220125,0.04268495261829644,2.2037729926769316,0.012279506405354353,0.0,15.0,0.0846196545046959,10.000000000000004,0.05641310300313062,152.26378212957118,0.8589672424921735,19.47900495556281,24.34875619445351,0.137358889119582,0.0835805669151866,0.05572037794345775,0.8484195487360011,108.83202074809414,19.47900495556281,1.0,0.8481891571769452,0.15181084282305482,177.26378212957118,204.28360639901075,104.57681623220125,1.0,100.69882056292556,146.90767955920546,743.9162205518734,19.47900495556281,14.0628016903592,6.730033317084305,8.090909090909088,True,8.27272727272727,True,0.7219466149549465,0.8,0.25110691265107127,0.73,0.8986048543325187,-0.05555555555555555,0,0,35,0,40,40,55.311291064792776,5.0,4.5457114336851605,0.342364338136162,5.0,5.0,0.0,250.0,41.96028977329107,10.0,2.887666994258608,0.2208417788043538,10.0,10.0,0.0,350.0,22.887430785431494,3.552713678800501e-15,2.0679186243705705,0.1412520571844736,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,9.536429493929791,10.0,0.0,0.06032860742697279,10.0,10.0,0.0,760.9481307255951,43.86757567207703,0.0,3.963510696710261,0.14947636750122287,0.0,0.0,0.0,375.56876873698235,17.16557308907362,152.26378212957118,0.0,0.08573685094681499,152.26378212957118,179.28360639901075,27.01982426943956,784.8873833542802,1.9539925233402757e-15,1.9539925233402757e-15,1.9539925233402757e-15,0.0,0.0,6.5,6.5,6.5,0.0,0.0,121.81102570365695,121.81102570365695,102.33202074809414,19.47900495556281,0.0,0.0,0.0,0.0,13786.174622638995,0.0
2044,demand_pull_circularity,42,185.74891955152682,197.25236933706896,1.061930103353043,197.25236933706896,0.0,11.50344978554214,104.57681623220125,93.07336644665912,0.03531233792664398,0.0,0.0,11.50344978554213,15.0,0.07604471393886117,9.994167364585396,0.05066690655313323,172.25820197248356,0.8732883795080056,20.258165153785328,25.32270644223166,0.1283771978371509,0.08075417093254744,0.05380471331254775,0.9273712191079478,114.25969980610188,20.258165153785328,0.9321918395583648,0.8494016749386688,0.15059832506133103,204.28360639901075,235.43713966478555,86.04212938471733,0.9655810018929848,105.81915981053503,154.0971673180787,718.5692297292475,20.258165153785328,14.779281927590864,6.965584483182256,8.27272727272727,True,8.454545454545451,True,0.7295469167813201,0.65,0.2487862145802519,0.73,0.9272675528437316,-0.05555555555555555,0,0,35,0,40,40,72.98337665471551,5.0,0.0,0.3469440713917219,5.0,5.0,0.0,250.0,53.25813972100862,10.0,0.0,0.22022066803075402,10.0,10.0,0.0,350.0,17.752713240336206,3.552713678800501e-15,0.0,0.1387837390563908,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,9.862618466853448,9.994167364585392,0.0,0.05701223102627189,10.0,10.0,0.0,757.9753772420812,29.587855400560343,0.0,0.0,0.14844577883868965,0.0,0.0,0.0,375.56876873698235,13.807665853594827,172.25820197248356,0.0,0.08859351165617196,179.28360639901075,210.43713966478555,31.153533265774808,751.2800484187518,1.9539925233402757e-15,1.9539925233402757e-15,1.7998573880752805e-15,0.0,1.541351352649952e-16,6.496208786980505,6.496208786980505,5.983773857915773,0.0,0.5124349290647316,137.80656157798686,137.80656157798686,108.2759259481861,20.258165153785328,9.272470476015428,0.0,0.0,0.0,16292.758416731556,0.0
2045,demand_pull_circularity,42,192.25013173583025,202.48820204496266,1.0532539052987515,202.48820204496263,0.0,10.238070309132505,93.07336644665912,82.83529613752674,0.02929145267063798,0.0,0.0,10.238070309132382,15.0,0.07407838999266357,9.3603966451584,0.046226874211070905,178.12780539980426,0.8796947357962656,21.068491759936737,26.33561469992092,0.13005999576248437,0.07802335355801686,0.04868863579256458,0.92654191594817,116.5448938022239,21.068491759936737,0.8689282219310168,0.8469008543473411,0.1530991456526589,235.43713966478555,272.2262716425704,49.886358517703854,0.8600520815588591,108.41089520304305,157.6954556475896,695.1754652078541,21.068491759936737,15.486262158302177,7.209379940093634,8.454545454545451,True,8.636363636363633,True,0.7350437010280169,0.7666666666666667,0.24708379101993774,0.73,0.948294007711444,-0.05555555555555555,0,0,35,0,40,40,93.14457294068276,5.0,0.0,0.34498006687507976,5.0,5.0,0.0,250.0,38.472758388542914,10.0,0.0,0.21858450597794962,10.0,10.0,0.0,350.0,20.248820204496276,3.552713678800501e-15,0.0,0.1375297335177314,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,6.074646061348883,9.360396645158396,0.0,0.056685470914045084,10.0,10.0,0.0,755.153736933054,32.39811232719404,0.0,0.0,0.14728389325016372,0.0,0.0,0.0,375.56876873698235,12.149292122697766,178.12780539980426,0.0,0.09493632946503036,210.43713966478555,247.2262716425704,36.789131977784855,723.8976040855865,1.9539925233402757e-15,2.108127658605271e-15,1.7894122108782247e-15,0.0,3.187154477270462e-16,6.084257819352957,6.596692748417689,5.59937748895153,0.0,0.9973152594661583,142.5022443198434,151.77471479585884,110.94551631327236,21.068491759936737,19.760706722649743,0.0,0.0,0.0,17427.133690258903,0.0
2046,demand_pull_circularity,42,198.9788863465843,208.0907689217122,1.0457932132520669,208.0907689217122,0.0,9.111882575127943,82.83529613752674,73.72341356239883,0.024355699625419364,0.0,0.0,9.111882575127908,15.0,0.07208392797877206,10.000000000000004,0.048055951985848055,183.0907689217122,0.87986012003538,21.911231430334208,27.389039287917758,0.13162063569586813,0.07538488266475059,0.05025658844316708,0.9201517421441492,118.87579167826841,21.911231430334208,0.8103753341546455,0.8443661145286667,0.15563388547133325,272.2262716425704,314.72474078649833,9.587910841540634,0.7644036986809735,110.86848139860614,161.318030878801,676.9662903722023,21.911231430334208,16.19178540507506,7.461708237996911,8.636363636363633,True,8.818181818181815,True,0.7389719494568858,0.85,0.24585414372063485,0.73,0.9634812525573887,-0.05555555555555555,0,0,34,0,40,40,79.07449219025065,5.0,0.0,0.34337006383007934,5.0,5.0,0.0,250.0,43.699061473559546,10.0,0.0,0.2172157244343186,10.0,10.0,0.0,350.0,29.132707649039702,3.552713678800501e-15,0.0,0.13646883746949506,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,14.566353824519856,10.0,0.0,0.056418544074249954,10.0,10.0,0.0,752.6341659678333,29.132707649039702,0.0,0.0,0.1463074219662848,0.0,0.0,0.0,375.56876873698235,12.485446135302734,183.0907689217122,0.0,0.10021940822557246,247.2262716425704,289.72474078649833,42.49846914392792,702.3515985829844,1.9539925233402757e-15,2.272707971067322e-15,1.7795482605649836e-15,0.0,4.931597105023383e-16,6.5,7.497315259466158,5.8704569609199035,0.0,1.6268582985462547,146.47261513736976,166.2333218600195,113.0053347173485,21.911231430334208,31.316755712336786,0.0,0.0,0.0,18389.381939244813,0.0
2047,demand_pull_circularity,42,205.94314736871473,214.0527228605786,1.0393777389317291,214.0527228605786,0.0,8.109575491863872,73.72341356239883,65.61383807053497,0.020295721074956325,0.0,0.0,8.109575491863865,15.0,0.07007619337676037,7.8313025415898645,0.036585858086424415,191.22142031898872,0.8933379485368151,22.787680687547578,28.484600859434472,0.13307282653903765,0.0728356354248798,0.03802652645474493,0.9285155770521043,121.25330751183377,22.787680687547578,0.7540974871273386,0.8417972483220895,0.15820275167791062,314.72474078649833,361.8913960068522,0.0,0.6801267746719245,113.7802876872955,165.16296880521867,661.2903768804721,22.787680687547578,16.90289463193696,7.722868026326802,8.818181818181815,True,8.999999999999996,True,0.7417558137530695,0.8333333333333334,0.24497589473748194,0.73,0.9743284136501729,-0.05555555555555555,0,0,32,0,40,40,79.19950745841409,5.0,0.0,0.34207793137097986,5.0,5.0,0.0,250.0,57.7942351723562,10.0,0.0,0.2160408687199509,10.0,10.0,0.0,350.0,21.405272286057862,3.552713678800501e-15,0.0,0.13552579328453343,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,4.281054457211572,7.831302541589861,0.0,0.05620443067062709,10.0,10.0,0.0,750.0625852164617,21.405272286057862,0.0,0.0,0.14545888127823578,0.0,0.0,0.0,375.56876873698235,29.96738120048101,191.22142031898872,0.0,0.10469209467567273,289.72474078649833,336.8913960068522,47.16665522035386,684.688140713516,1.9539925233402757e-15,2.447152233842614e-15,1.76387633176888e-15,0.0,6.83275902073734e-16,5.09034665203341,6.7172049505796645,4.841676240698572,0.0,1.8755287098810927,152.97713625519097,184.29389196752777,116.41163127113519,22.787680687547578,45.094580008845,0.0,0.0,0.0,19606.18376501826,0.0
2048,demand_pull_circularity,42,213.1511575266197,220.36867971437863,1.0338610508688304,220.36867971437863,0.0,7.217522187758847,65.61383807053497,58.39631588277604,0.01694591259047358,0.0,0.0,7.217522187758931,15.0,0.06806774909865415,9.47291864744955,0.04298668331510388,195.89576106692908,0.888945567586242,23.699187915049478,29.623984893811848,0.13442919807028703,0.07037259461341046,0.04444225758551891,0.919046198669901,123.67837366207044,23.699187915049478,0.7023192515675437,0.8391940559917044,0.16080594400829556,361.8913960068522,405.39475636200035,0.0,0.6089359463804608,116.30087878712843,168.95047232216538,648.8670795345524,23.699187915049478,17.625492553206293,7.9931684072482385,8.999999999999996,True,9.0,True,0.7437171525195485,0.7833333333333333,0.2443536421554523,0.73,0.9820137900379085,-0.05555555555555555,0,0,27,0,40,40,79.33272469717633,5.0,0.0,0.3408269250464307,5.0,5.0,0.0,250.0,52.888483131450876,10.0,0.0,0.21498172102094223,10.0,10.0,0.0,350.0,28.64792836286921,3.552713678800501e-15,0.0,0.13470734778813692,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,8.814747188575142,9.472918647449546,0.0,0.055998418513606846,10.0,10.0,0.0,748.1286288055255,30.851615160012994,0.0,0.0,0.1447030053181802,0.0,0.0,0.0,375.56876873698235,19.83318117429407,195.89576106692908,0.0,0.10878258231270298,336.8913960068522,380.39475636200035,43.50336035514819,669.5041244095221,1.9539925233402757e-15,2.63726842541401e-15,1.75225334050831e-15,0.0,8.850150849056998e-16,6.157397120842205,8.032925830723297,5.337234915225104,0.0,2.6956909154981927,156.71660885354328,201.8111888623883,118.34113874684533,23.699187915049478,59.77086220049347,0.0,0.0,0.0,20434.85895616746,0.0
2049,demand_pull_circularity,42,220.61144804005139,227.0350427871567,1.0291172321480757,227.0350427871567,0.0,6.423594747105365,58.39631588277604,51.972721135670696,0.014174432016986652,0.0,0.0,6.423594747105341,15.0,0.06606909583584576,6.179734768868485,0.02721929924563201,205.8553080182882,0.9067116049185222,24.647155431651463,30.808944289564327,0.13570127285789724,0.06799284503711155,0.02801184990067502,0.9331125372102891,126.15194113531186,24.647155431651463,0.652336568225045,0.8365563455434447,0.16344365445655526,405.39475636200035,465.75916619800154,0.0,0.5600344829927302,119.40918529177854,173.00893039807713,636.3905391874389,24.647155431651463,18.33051225533455,8.272929301501927,9.0,True,9.0,True,0.7437171525195485,0.8166666666666667,0.2443536421554523,0.73,0.9820137900379085,-0.05555555555555555,0,0,32,0,40,40,97.62506839847735,5.0,0.0,0.3398342895225095,5.0,5.0,0.0,250.0,40.866307701688214,10.0,0.0,0.21404039700504846,10.0,10.0,0.0,350.0,24.97385470658724,3.552713678800501e-15,0.0,0.13393690974257855,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,2.2703504278715676,6.179734768868482,0.0,0.055834597859007996,10.0,10.0,0.0,745.8760423694383,34.055256418073505,0.0,0.0,0.1440178530942209,0.0,0.0,0.0,375.56876873698235,27.244205134458806,205.8553080182882,0.0,0.11233595277663463,380.39475636200035,440.75916619800154,60.364409836001165,656.4010346989015,1.9539925233402757e-15,2.8390076082459757e-15,1.7341928271430639e-15,0.0,1.1048147811029118e-15,4.016827599764513,6.712518515262706,4.100306539307103,0.0,2.612211975955603,164.6842464146306,224.45510861512406,122.05163459600476,24.647155431651463,77.75631858746783,0.0,0.0,0.0,21804.981989046322,0.0
2050,demand_pull_circularity,42,228.3328487214532,234.04984804637698,1.0250380063882005,234.04984804637698,0.0,5.716999324923777,51.972721135670696,46.255721810746905,0.011875710397325101,0.0,0.0,5.7169993249237905,15.0,0.06408891150840547,10.000000000000004,0.04272594100560366,209.04984804637698,0.8931851474859909,25.633041648917523,32.0413020611469,0.1368994781607289,0.06569357008416575,0.043795713389443845,0.915548722914591,128.6749799580181,25.633041648917523,0.6072527163263487,0.8338839330452189,0.16611606695478107,465.75916619800154,521.4100872244975,0.0,0.5025125967072835,121.90684603070743,176.94103442969558,627.8490688858749,25.633041648917523,19.06373274554793,8.562481827054494,9.0,True,9.0,True,0.7437171525195485,0.7833333333333333,0.2443536421554523,0.73,0.9820137900379085,-0.05555555555555555,0,0,25,0,40,40,79.57694833576817,5.0,0.0,0.3387440013933627,5.0,5.0,0.0,250.0,35.107477206956546,10.0,0.0,0.21315534588840432,10.0,10.0,0.0,350.0,35.107477206956546,3.552713678800501e-15,0.0,0.13326968690519844,3.552713678800501e-15,3.552713678800501e-15,0.0,443.00984563025656,11.70249240231885,10.0,0.0,0.05565619764808791,10.0,10.0,0.0,744.4545299521463,49.15046808973918,0.0,0.0,0.1433906195017401,0.0,0.0,0.0,375.56876873698235,23.404984804637696,209.04984804637698,0.0,0.11578414866320666,440.75916619800154,496.4100872244975,55.65092102649598,644.5995303444671,1.9539925233402757e-15,3.0588073044431875e-15,1.7226888533193873e-15,0.0,1.3361184511238002e-15,6.5,9.112211975955603,5.131904182803583,0.0,3.9803077931520194,167.2398784371016,244.99619702456943,123.54307577521452,25.633041648917523,95.82007960043738,0.0,0.0,0.0,22442.50409707767,0.0
2026,coordinated_closed_loop_transition,42,100.0,100.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.15,85.0,0.85,0.0,0.0,0.0,0.0,0.0,0.15,0.85,0.0,23.13495575221239,0.0,1.0,1.0,0.0,165.0,169.16655253889707,0.0,0.6060606060606061,9.93650442477876,46.53904867256637,455.1106194690265,10.0,7.8564795460917045,5.25,5.0,False,5.224818181818182,False,0.7856479546091705,0.7,0.24644715777239304,0.5800000000000001,0.01798620996209156,0.0077777777777777776,0,0,32,0,40,0,39.0,5.0,0.0,0.39800803774381344,5.0,5.0,0.0,250.0,24.0,10.0,0.0,0.2654127129392151,10.0,10.0,0.0,350.0,13.0,32.9646017699115,0.0,0.13261867735056485,60.0,62.1817980149589,2.181798014958898,500.0,6.0,7.699115044247788,0.0,0.05815414268921381,10.0,10.0,0.0,850.0,18.0,44.336283185840706,0.0,0.1458064292771925,80.0,81.98475452393818,1.9847545239381852,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,18.13053097345133,18.13053097345133,18.13053097345133,0.0,0.0,5.004424778761062,5.004424778761062,5.004424778761062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.300884955752212,2566.541440671721,0.0,0.0,1865.501351066629
2027,coordinated_closed_loop_transition,42,103.49999999999999,103.49999999999997,0.9999999999999999,103.49999999999997,0.0,0.0,0.0,1.4210854715202004e-14,6.983220990271255e-17,1.4210854715202004e-14,1.3730294410823194e-16,0.0,15.0,0.1449275362318841,88.49999999999997,0.8550724637681159,0.0,0.0,0.0,0.0,0.0,0.1449275362318841,0.8550724637681157,0.0,24.32126380284735,0.0,1.0,1.0,0.0,169.16655253889707,173.56235675382726,0.0,0.6118230728630699,10.211878008782634,48.64073944453272,446.53614271207437,10.600000000000001,8.349951027600174,5.433749999999999,5.224818181818182,False,5.449636363636364,False,0.7877312290188841,0.8333333333333334,0.2458328061655397,0.5800000000000001,0.027912705331460442,0.0077777777777777776,0,0,32,0,40,0,39.32999999999998,5.0,0.0,0.3975225258023187,5.0,5.0,0.0,250.0,25.875,10.0,0.0,0.263921468991017,10.0,10.0,0.0,350.0,16.56,36.32708104063876,0.0,0.1340595247294487,62.1817980149589,64.76497788863459,2.583179873675688,491.52526058030713,4.14,6.679029585378508,0.0,0.05808538568684622,10.0,10.0,0.0,840.3166986812737,17.595,45.49388937398271,0.0,0.14641109479036918,81.98475452393818,83.79737886519267,1.8126243412544918,395.6204438038426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,19.97989457235132,19.97989457235132,19.97989457235132,0.0,0.0,4.3413692304960305,4.3413692304960305,4.3413692304960305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.648166812194813,2903.251410507767,0.0,0.0,1957.0043344812889
2028,coordinated_closed_loop_transition,42,107.12249999999999,107.12249999999993,0.9999999999999994,107.12249999999993,0.0,2.842170943040401e-15,1.4210854715202004e-14,7.105427357601002e-14,2.287479933875042e-16,5.684341886080802e-14,5.30639397519737e-16,0.0,15.0,0.14002660505496053,92.12249999999993,0.8599733949450394,0.0,0.0,0.0,0.0,0.0,0.14002660505496045,0.859973394945039,0.0,23.967142060829516,0.0,1.0,1.0,0.0,173.56235675382726,177.74265575223788,0.0,0.617198924948556,10.190719571158935,50.03145469527382,437.52444011896773,11.236,8.886399392985906,5.623931249999999,5.449636363636364,False,5.674454545454545,False,0.7908863824302159,0.6833333333333333,0.24489427029420388,0.5800000000000001,0.04307726562051012,0.0077777777777777776,0,0,30,0,40,0,49.27634999999995,5.0,0.0,0.3970523686931434,5.0,5.0,0.0,250.0,26.780624999999983,10.0,0.0,0.2627047282293273,10.0,10.0,0.0,350.0,10.71225,36.59756816814414,0.0,0.1354059965032267,64.76497788863459,66.96567908511447,2.2007011964798795,484.45324247849334,2.1424499999999997,5.90535318207729,0.0,0.05801895314808469,10.0,10.0,0.0,832.9855152882388,18.210824999999996,49.619578649778504,0.0,0.14681795342621787,83.79737886519267,85.7769766671234,1.9795978019307436,392.3819616617036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,20.12866249247928,20.12866249247928,20.12866249247928,0.0,0.0,3.8384795683502384,3.8384795683502384,3.8384795683502384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.88587359493355,2986.6056498019043,0.0,0.0,2168.947830852334
2029,coordinated_closed_loop_transition,42,110.87178749999997,110.87178749999993,0.9999999999999997,110.87178749999994,1.4210854715202004e-14,1.4210854715202004e-14,7.105427357601002e-14,1.1368683772161603e-13,2.697233179503436e-16,4.263256414560601e-14,3.845213025505341e-16,0.0,15.0,0.1352914058502034,95.87178749999993,0.8647085941497966,0.0,0.0,0.0,0.0,0.0,0.13529140585020336,0.8647085941497963,0.0,25.697388391159993,0.0,1.0,1.0,0.0,177.74265575223788,182.68684861786687,0.0,0.6237770389486486,10.822363260202883,52.414528880350076,436.8905468984262,11.910160000000001,9.475446055376496,5.820768843749998,5.674454545454545,False,5.899272727272727,False,0.7955767223426465,0.7833333333333333,0.24348041997040848,0.5800000000000001,0.06592180372470967,0.0077777777777777776,0,0,34,0,40,0,44.348714999999956,5.0,0.0,0.39663435544412584,5.0,5.0,0.0,250.0,32.152818374999995,10.0,0.0,0.2616959934509908,10.0,10.0,0.0,350.0,13.304614499999998,39.01292651010424,0.0,0.13651159212843675,66.96567908511447,69.7637546366944,2.798075551579924,478.79762105978347,3.326153624999999,6.523505862465624,0.0,0.05796003093077871,10.0,10.0,0.0,827.157585270225,17.739485999999996,50.33535512743006,0.0,0.14719802804566795,85.7769766671234,87.92309398117247,2.1461173140490577,389.65796638397865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,21.457109580557336,21.457109580557336,21.457109580557336,0.0,0.0,4.240278810602656,4.240278810602656,4.240278810602656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.100606538229018,3236.644242933541,0.0,0.0,2229.8634005020494
2030,coordinated_closed_loop_transition,42,114.75230006249997,114.75230006250001,1.0000000000000004,114.7523000625,0.0,2.2737367544323207e-14,1.1368683772161603e-13,7.105427357601002e-14,1.3250298505205608e-16,0.0,0.0,4.263256414560601e-14,15.0,0.1307163341547858,99.75230006250001,0.8692836658452142,0.0,0.0,0.0,0.0,0.0,0.13071633415478587,0.8692836658452145,0.0,28.07132108646829,0.0,1.0,1.0,0.0,182.68684861786687,187.3956810610929,0.0,0.6281366224808652,11.566194837415518,55.17904189180177,436.54636050814605,12.624769600000004,10.129579728380486,6.024495753281248,5.899272727272727,False,6.124090909090909,False,0.802357591411449,0.8833333333333333,0.24139483917069998,0.5800000000000001,0.09961994648173644,0.0077777777777777776,0,0,31,0,40,0,41.3108280225,5.0,0.0,0.39639594569568126,5.0,5.0,0.0,250.0,24.097983013125,10.0,0.0,0.26079063988455276,10.0,10.0,0.0,350.0,22.9504600125,42.89076364104157,0.0,0.13744192188417056,69.7637546366944,72.51548237955927,2.7517277428648765,473.83860989637157,4.5900920025,6.89446320599296,0.0,0.05792615568841054,10.0,10.0,0.0,821.3049876048661,21.802937011875,49.967073215465476,0.0,0.14744533684718508,87.92309398117247,89.88019868153363,1.957104700361153,387.4339813688748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,23.589920002572867,23.589920002572867,23.589920002572867,0.0,0.0,4.481401083895424,4.481401083895424,4.481401083895424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.990121964639641,3609.7363419027256,0.0,0.0,2237.30776515987
2031,coordinated_closed_loop_transition,42,118.76863056468746,118.7686305646875,1.0000000000000004,118.7686305646875,0.0,1.4210854715202004e-14,7.105427357601002e-14,2.842170943040401e-14,4.3390914659459455e-17,0.0,0.0,4.263256414560601e-14,15.0,0.12629597502877857,103.7686305646875,0.8737040249712215,0.0,0.0,0.0,0.0,0.0,0.12629597502877862,0.8737040249712218,0.0,28.929086036627904,0.0,1.0,1.0,0.0,187.3956810610929,192.24382913601585,0.0,0.6337853140060775,12.363207147038844,57.11651668225596,441.83021332177185,13.382255776000003,10.863316795547526,6.235353104646091,6.124090909090909,False,6.348909090909091,False,0.8117702259905993,0.7833333333333333,0.23841185654421718,0.5800000000000001,0.1478180188858349,0.0077777777777777776,0,0,31,0,40,0,45.132079614581265,5.0,0.0,0.3962393061017924,5.0,5.0,0.0,250.0,36.81827547505312,10.0,0.0,0.25995584436458896,10.0,10.0,0.0,350.0,9.501490445174996,40.78015643023255,0.0,0.13830845793901975,72.51548237955927,75.35271393472141,2.8372315551621385,469.2725987258279,10.68917675082187,10.0,0.0,0.057903680720479155,10.0,10.0,0.0,815.6763690146931,16.627608279056243,52.98847413445495,0.0,0.1475927108741198,89.88019868153363,91.89111520129443,2.0109165197608023,385.5894331261217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,22.429086036627904,22.429086036627904,22.429086036627904,0.0,0.0,6.5,6.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.896542240336483,3476.667739227311,0.0,0.0,2393.5846884983926
